Display Name,First Name,Last Name,Work E-mail,cloudLifecycleState,Identity ID,Is Manager,department,jobTitle,uid,Access Type,Access Source Name,Access Display Name,Access Description
Aaron.Nichols,Aaron,Nichols,Aaron.Nichols@sailpointdemo.com,active,67f367783f3741a0adac7de63cce75cc,TRUE,Executive Management,Operations Manager,Aaron.Nichols,ENTITLEMENT,Active Directory,Employees,
Aaron.Nichols,Aaron,Nichols,Aaron.Nichols@sailpointdemo.com,active,67f367783f3741a0adac7de63cce75cc,TRUE,Executive Management,Operations Manager,Aaron.Nichols,,,,
Aaron.Nichols,Aaron,Nichols,Aaron.Nichols@sailpointdemo.com,active,67f367783f3741a0adac7de63cce75cc,TRUE,Executive Management,Operations Manager,Aaron.Nichols,,,,
Aaron.Nichols,Aaron,Nichols,Aaron.Nichols@sailpointdemo.com,active,67f367783f3741a0adac7de63cce75cc,TRUE,Executive Management,Operations Manager,Aaron.Nichols,,,,
Aaron.Nichols,Aaron,Nichols,Aaron.Nichols@sailpointdemo.com,active,67f367783f3741a0adac7de63cce75cc,TRUE,Executive Management,Operations Manager,Aaron.Nichols,,,,
Adam.Kennedy,Adam,Kennedy,Adam.Kennedy@sailpointdemo.com,active,1f9cfd7795eb4b679f6bd8f8603ad879,FALSE,Accounting,Payroll Analyst II,Adam.Kennedy,ROLE,,Current Employee Base Access,Base level Domain account for active employees
Adam.Kennedy,Adam,Kennedy,Adam.Kennedy@sailpointdemo.com,active,1f9cfd7795eb4b679f6bd8f8603ad879,FALSE,Accounting,Payroll Analyst II,Adam.Kennedy,ACCESS_PROFILE,PRISM,PRISM ERP - User Access,Grants user access to the PRISM ERP system
Adam.Kennedy,Adam,Kennedy,Adam.Kennedy@sailpointdemo.com,active,1f9cfd7795eb4b679f6bd8f8603ad879,FALSE,Accounting,Payroll Analyst II,Adam.Kennedy,ACCESS_PROFILE,PRISM,PRISM ERP Employee Access,Grants user access to the PRISM ERP system
Adam.Kennedy,Adam,Kennedy,Adam.Kennedy@sailpointdemo.com,active,1f9cfd7795eb4b679f6bd8f8603ad879,FALSE,Accounting,Payroll Analyst II,Adam.Kennedy,ACCESS_PROFILE,Active Directory,Employee Base Account,Base Active Directory account for all active employees
Adam.Kennedy,Adam,Kennedy,Adam.Kennedy@sailpointdemo.com,active,1f9cfd7795eb4b679f6bd8f8603ad879,FALSE,Accounting,Payroll Analyst II,Adam.Kennedy,ENTITLEMENT,PRISM,Contract_Employee,
Adam.Kennedy,Adam,Kennedy,Adam.Kennedy@sailpointdemo.com,active,1f9cfd7795eb4b679f6bd8f8603ad879,FALSE,Accounting,Payroll Analyst II,Adam.Kennedy,ENTITLEMENT,Active Directory,InvntryAnalysis,
Adam.Kennedy,Adam,Kennedy,Adam.Kennedy@sailpointdemo.com,active,1f9cfd7795eb4b679f6bd8f8603ad879,FALSE,Accounting,Payroll Analyst II,Adam.Kennedy,ENTITLEMENT,Active Directory,All_Users,
Adam.Kennedy,Adam,Kennedy,Adam.Kennedy@sailpointdemo.com,active,1f9cfd7795eb4b679f6bd8f8603ad879,FALSE,Accounting,Payroll Analyst II,Adam.Kennedy,ENTITLEMENT,PRISM,Internal_Employee,
Adam.Kennedy,Adam,Kennedy,Adam.Kennedy@sailpointdemo.com,active,1f9cfd7795eb4b679f6bd8f8603ad879,FALSE,Accounting,Payroll Analyst II,Adam.Kennedy,ENTITLEMENT,PRISM,View_Reports,
Adam.Kennedy,Adam,Kennedy,Adam.Kennedy@sailpointdemo.com,active,1f9cfd7795eb4b679f6bd8f8603ad879,FALSE,Accounting,Payroll Analyst II,Adam.Kennedy,ENTITLEMENT,PRISM,User,
Adam.Kennedy,Adam,Kennedy,Adam.Kennedy@sailpointdemo.com,active,1f9cfd7795eb4b679f6bd8f8603ad879,FALSE,Accounting,Payroll Analyst II,Adam.Kennedy,ENTITLEMENT,Active Directory,campusAccess,
Adam.Kennedy,Adam,Kennedy,Adam.Kennedy@sailpointdemo.com,active,1f9cfd7795eb4b679f6bd8f8603ad879,FALSE,Accounting,Payroll Analyst II,Adam.Kennedy,ENTITLEMENT,PRISM,Create_Reports,
Adam.Kennedy,Adam,Kennedy,Adam.Kennedy@sailpointdemo.com,active,1f9cfd7795eb4b679f6bd8f8603ad879,FALSE,Accounting,Payroll Analyst II,Adam.Kennedy,ENTITLEMENT,Active Directory,Employees,
Adam.Kennedy,Adam,Kennedy,Adam.Kennedy@sailpointdemo.com,active,1f9cfd7795eb4b679f6bd8f8603ad879,FALSE,Accounting,Payroll Analyst II,Adam.Kennedy,,,,
Adam.Kennedy,Adam,Kennedy,Adam.Kennedy@sailpointdemo.com,active,1f9cfd7795eb4b679f6bd8f8603ad879,FALSE,Accounting,Payroll Analyst II,Adam.Kennedy,,,,
Adam.Kennedy,Adam,Kennedy,Adam.Kennedy@sailpointdemo.com,active,1f9cfd7795eb4b679f6bd8f8603ad879,FALSE,Accounting,Payroll Analyst II,Adam.Kennedy,,,,
Adam.Kennedy,Adam,Kennedy,Adam.Kennedy@sailpointdemo.com,active,1f9cfd7795eb4b679f6bd8f8603ad879,FALSE,Accounting,Payroll Analyst II,Adam.Kennedy,,,,
Alan.Bradley,Alan,Bradley,Alan.Bradley@sailpointdemo.com,active,fc052e8af5de48e09a6a46f350b19ccd,FALSE,Engineering,Information Security Analyst,Alan.Bradley,ROLE,,Current Employee Base Access,Base level Domain account for active employees
Alan.Bradley,Alan,Bradley,Alan.Bradley@sailpointdemo.com,active,fc052e8af5de48e09a6a46f350b19ccd,FALSE,Engineering,Information Security Analyst,Alan.Bradley,ACCESS_PROFILE,PRISM,PRISM ERP - User Access,Grants user access to the PRISM ERP system
Alan.Bradley,Alan,Bradley,Alan.Bradley@sailpointdemo.com,active,fc052e8af5de48e09a6a46f350b19ccd,FALSE,Engineering,Information Security Analyst,Alan.Bradley,ACCESS_PROFILE,PRISM,PRISM ERP Employee Access,Grants user access to the PRISM ERP system
Alan.Bradley,Alan,Bradley,Alan.Bradley@sailpointdemo.com,active,fc052e8af5de48e09a6a46f350b19ccd,FALSE,Engineering,Information Security Analyst,Alan.Bradley,ACCESS_PROFILE,TRAKK-WS,TRAKK Input,Input timecards
Alan.Bradley,Alan,Bradley,Alan.Bradley@sailpointdemo.com,active,fc052e8af5de48e09a6a46f350b19ccd,FALSE,Engineering,Information Security Analyst,Alan.Bradley,ACCESS_PROFILE,Active Directory,Employee Base Account,Base Active Directory account for all active employees
Alan.Bradley,Alan,Bradley,Alan.Bradley@sailpointdemo.com,active,fc052e8af5de48e09a6a46f350b19ccd,FALSE,Engineering,Information Security Analyst,Alan.Bradley,ENTITLEMENT,PRISM,Contract_Employee,
Alan.Bradley,Alan,Bradley,Alan.Bradley@sailpointdemo.com,active,fc052e8af5de48e09a6a46f350b19ccd,FALSE,Engineering,Information Security Analyst,Alan.Bradley,ENTITLEMENT,TRAKK-WS,input,
Alan.Bradley,Alan,Bradley,Alan.Bradley@sailpointdemo.com,active,fc052e8af5de48e09a6a46f350b19ccd,FALSE,Engineering,Information Security Analyst,Alan.Bradley,ENTITLEMENT,PRISM,View_Reports,
Alan.Bradley,Alan,Bradley,Alan.Bradley@sailpointdemo.com,active,fc052e8af5de48e09a6a46f350b19ccd,FALSE,Engineering,Information Security Analyst,Alan.Bradley,ENTITLEMENT,Active Directory,Development,
Alan.Bradley,Alan,Bradley,Alan.Bradley@sailpointdemo.com,active,fc052e8af5de48e09a6a46f350b19ccd,FALSE,Engineering,Information Security Analyst,Alan.Bradley,ENTITLEMENT,Active Directory,campusAccess,
Alan.Bradley,Alan,Bradley,Alan.Bradley@sailpointdemo.com,active,fc052e8af5de48e09a6a46f350b19ccd,FALSE,Engineering,Information Security Analyst,Alan.Bradley,ENTITLEMENT,Active Directory,SecCompliance,
Alan.Bradley,Alan,Bradley,Alan.Bradley@sailpointdemo.com,active,fc052e8af5de48e09a6a46f350b19ccd,FALSE,Engineering,Information Security Analyst,Alan.Bradley,ENTITLEMENT,Active Directory,DEV_WestCoast,
Alan.Bradley,Alan,Bradley,Alan.Bradley@sailpointdemo.com,active,fc052e8af5de48e09a6a46f350b19ccd,FALSE,Engineering,Information Security Analyst,Alan.Bradley,ENTITLEMENT,Active Directory,All_Users,
Alan.Bradley,Alan,Bradley,Alan.Bradley@sailpointdemo.com,active,fc052e8af5de48e09a6a46f350b19ccd,FALSE,Engineering,Information Security Analyst,Alan.Bradley,ENTITLEMENT,PRISM,Internal_Employee,
Alan.Bradley,Alan,Bradley,Alan.Bradley@sailpointdemo.com,active,fc052e8af5de48e09a6a46f350b19ccd,FALSE,Engineering,Information Security Analyst,Alan.Bradley,ENTITLEMENT,Active Directory,ENG_Internal,
Alan.Bradley,Alan,Bradley,Alan.Bradley@sailpointdemo.com,active,fc052e8af5de48e09a6a46f350b19ccd,FALSE,Engineering,Information Security Analyst,Alan.Bradley,ENTITLEMENT,PRISM,User,
Alan.Bradley,Alan,Bradley,Alan.Bradley@sailpointdemo.com,active,fc052e8af5de48e09a6a46f350b19ccd,FALSE,Engineering,Information Security Analyst,Alan.Bradley,ENTITLEMENT,Active Directory,Contractors,
Alan.Bradley,Alan,Bradley,Alan.Bradley@sailpointdemo.com,active,fc052e8af5de48e09a6a46f350b19ccd,FALSE,Engineering,Information Security Analyst,Alan.Bradley,ENTITLEMENT,PRISM,Create_Reports,
Alan.Bradley,Alan,Bradley,Alan.Bradley@sailpointdemo.com,active,fc052e8af5de48e09a6a46f350b19ccd,FALSE,Engineering,Information Security Analyst,Alan.Bradley,,,,
Alan.Bradley,Alan,Bradley,Alan.Bradley@sailpointdemo.com,active,fc052e8af5de48e09a6a46f350b19ccd,FALSE,Engineering,Information Security Analyst,Alan.Bradley,,,,
Alan.Bradley,Alan,Bradley,Alan.Bradley@sailpointdemo.com,active,fc052e8af5de48e09a6a46f350b19ccd,FALSE,Engineering,Information Security Analyst,Alan.Bradley,,,,
Alan.Bradley,Alan,Bradley,Alan.Bradley@sailpointdemo.com,active,fc052e8af5de48e09a6a46f350b19ccd,FALSE,Engineering,Information Security Analyst,Alan.Bradley,,,,
Alan.Bradley,Alan,Bradley,Alan.Bradley@sailpointdemo.com,active,fc052e8af5de48e09a6a46f350b19ccd,FALSE,Engineering,Information Security Analyst,Alan.Bradley,,,,
Alan.Duffy,Alan,Duffy,Alan.Duffy@sailpointdemo.com,active,3040d4830e2348638a65b1acd252e6a8,FALSE,Asset Management,Investment Manager,Alan.Duffy,ROLE,,Current Employee Base Access,Base level Domain account for active employees
Alan.Duffy,Alan,Duffy,Alan.Duffy@sailpointdemo.com,active,3040d4830e2348638a65b1acd252e6a8,FALSE,Asset Management,Investment Manager,Alan.Duffy,ACCESS_PROFILE,PRISM,PRISM ERP - User Access,Grants user access to the PRISM ERP system
Alan.Duffy,Alan,Duffy,Alan.Duffy@sailpointdemo.com,active,3040d4830e2348638a65b1acd252e6a8,FALSE,Asset Management,Investment Manager,Alan.Duffy,ACCESS_PROFILE,PRISM,PRISM ERP Employee Access,Grants user access to the PRISM ERP system
Alan.Duffy,Alan,Duffy,Alan.Duffy@sailpointdemo.com,active,3040d4830e2348638a65b1acd252e6a8,FALSE,Asset Management,Investment Manager,Alan.Duffy,ACCESS_PROFILE,Active Directory,Employee Base Account,Base Active Directory account for all active employees
Alan.Duffy,Alan,Duffy,Alan.Duffy@sailpointdemo.com,active,3040d4830e2348638a65b1acd252e6a8,FALSE,Asset Management,Investment Manager,Alan.Duffy,ENTITLEMENT,Active Directory,AssetMgmt-Acquisitions-EMEA,
Alan.Duffy,Alan,Duffy,Alan.Duffy@sailpointdemo.com,active,3040d4830e2348638a65b1acd252e6a8,FALSE,Asset Management,Investment Manager,Alan.Duffy,ENTITLEMENT,Active Directory,AssetMgmt-Folder,
Alan.Duffy,Alan,Duffy,Alan.Duffy@sailpointdemo.com,active,3040d4830e2348638a65b1acd252e6a8,FALSE,Asset Management,Investment Manager,Alan.Duffy,ENTITLEMENT,Active Directory,All_Users,
Alan.Duffy,Alan,Duffy,Alan.Duffy@sailpointdemo.com,active,3040d4830e2348638a65b1acd252e6a8,FALSE,Asset Management,Investment Manager,Alan.Duffy,ENTITLEMENT,Active Directory,AssetMgmt-Funds,
Alan.Duffy,Alan,Duffy,Alan.Duffy@sailpointdemo.com,active,3040d4830e2348638a65b1acd252e6a8,FALSE,Asset Management,Investment Manager,Alan.Duffy,ENTITLEMENT,PRISM,Internal_Employee,
Alan.Duffy,Alan,Duffy,Alan.Duffy@sailpointdemo.com,active,3040d4830e2348638a65b1acd252e6a8,FALSE,Asset Management,Investment Manager,Alan.Duffy,ENTITLEMENT,PRISM,View_Reports,
Alan.Duffy,Alan,Duffy,Alan.Duffy@sailpointdemo.com,active,3040d4830e2348638a65b1acd252e6a8,FALSE,Asset Management,Investment Manager,Alan.Duffy,ENTITLEMENT,PRISM,User,
Alan.Duffy,Alan,Duffy,Alan.Duffy@sailpointdemo.com,active,3040d4830e2348638a65b1acd252e6a8,FALSE,Asset Management,Investment Manager,Alan.Duffy,ENTITLEMENT,Active Directory,AssetMgmt-Box Folder,
Alan.Duffy,Alan,Duffy,Alan.Duffy@sailpointdemo.com,active,3040d4830e2348638a65b1acd252e6a8,FALSE,Asset Management,Investment Manager,Alan.Duffy,ENTITLEMENT,Active Directory,campusAccess,
Alan.Duffy,Alan,Duffy,Alan.Duffy@sailpointdemo.com,active,3040d4830e2348638a65b1acd252e6a8,FALSE,Asset Management,Investment Manager,Alan.Duffy,ENTITLEMENT,Active Directory,AssetMgmt-Mergers,
Alan.Duffy,Alan,Duffy,Alan.Duffy@sailpointdemo.com,active,3040d4830e2348638a65b1acd252e6a8,FALSE,Asset Management,Investment Manager,Alan.Duffy,ENTITLEMENT,Active Directory,AssetMgmt-Acquisitions-Global,
Alan.Duffy,Alan,Duffy,Alan.Duffy@sailpointdemo.com,active,3040d4830e2348638a65b1acd252e6a8,FALSE,Asset Management,Investment Manager,Alan.Duffy,,,,
Alan.Duffy,Alan,Duffy,Alan.Duffy@sailpointdemo.com,active,3040d4830e2348638a65b1acd252e6a8,FALSE,Asset Management,Investment Manager,Alan.Duffy,,,,
Alan.Duffy,Alan,Duffy,Alan.Duffy@sailpointdemo.com,active,3040d4830e2348638a65b1acd252e6a8,FALSE,Asset Management,Investment Manager,Alan.Duffy,,,,
Alan.Duffy,Alan,Duffy,Alan.Duffy@sailpointdemo.com,active,3040d4830e2348638a65b1acd252e6a8,FALSE,Asset Management,Investment Manager,Alan.Duffy,,,,
Albert.Woods,Albert,Woods,Albert.Woods@sailpointdemo.com,active,a82bec40f7ca4c1a81a89b6e817371ec,FALSE,Engineering,Inventory Analyst I,Albert.Woods,ACCESS_PROFILE,PRISM,PRISM ERP - User Access,Grants user access to the PRISM ERP system
Albert.Woods,Albert,Woods,Albert.Woods@sailpointdemo.com,active,a82bec40f7ca4c1a81a89b6e817371ec,FALSE,Engineering,Inventory Analyst I,Albert.Woods,ACCESS_PROFILE,PRISM,PRISM ERP Employee Access,Grants user access to the PRISM ERP system
Albert.Woods,Albert,Woods,Albert.Woods@sailpointdemo.com,active,a82bec40f7ca4c1a81a89b6e817371ec,FALSE,Engineering,Inventory Analyst I,Albert.Woods,ACCESS_PROFILE,Active Directory,Employee Base Account,Base Active Directory account for all active employees
Albert.Woods,Albert,Woods,Albert.Woods@sailpointdemo.com,active,a82bec40f7ca4c1a81a89b6e817371ec,FALSE,Engineering,Inventory Analyst I,Albert.Woods,ENTITLEMENT,Active Directory,InvntryAnalysis,
Albert.Woods,Albert,Woods,Albert.Woods@sailpointdemo.com,active,a82bec40f7ca4c1a81a89b6e817371ec,FALSE,Engineering,Inventory Analyst I,Albert.Woods,ENTITLEMENT,Active Directory,All_Users,
Albert.Woods,Albert,Woods,Albert.Woods@sailpointdemo.com,active,a82bec40f7ca4c1a81a89b6e817371ec,FALSE,Engineering,Inventory Analyst I,Albert.Woods,ENTITLEMENT,PRISM,Internal_Employee,
Albert.Woods,Albert,Woods,Albert.Woods@sailpointdemo.com,active,a82bec40f7ca4c1a81a89b6e817371ec,FALSE,Engineering,Inventory Analyst I,Albert.Woods,ENTITLEMENT,PRISM,View_Reports,
Albert.Woods,Albert,Woods,Albert.Woods@sailpointdemo.com,active,a82bec40f7ca4c1a81a89b6e817371ec,FALSE,Engineering,Inventory Analyst I,Albert.Woods,ENTITLEMENT,Active Directory,Approve Invoice,
Albert.Woods,Albert,Woods,Albert.Woods@sailpointdemo.com,active,a82bec40f7ca4c1a81a89b6e817371ec,FALSE,Engineering,Inventory Analyst I,Albert.Woods,ENTITLEMENT,PRISM,User,
Albert.Woods,Albert,Woods,Albert.Woods@sailpointdemo.com,active,a82bec40f7ca4c1a81a89b6e817371ec,FALSE,Engineering,Inventory Analyst I,Albert.Woods,ENTITLEMENT,Active Directory,ENG_Stage,
Albert.Woods,Albert,Woods,Albert.Woods@sailpointdemo.com,active,a82bec40f7ca4c1a81a89b6e817371ec,FALSE,Engineering,Inventory Analyst I,Albert.Woods,ENTITLEMENT,Active Directory,Development,
Albert.Woods,Albert,Woods,Albert.Woods@sailpointdemo.com,active,a82bec40f7ca4c1a81a89b6e817371ec,FALSE,Engineering,Inventory Analyst I,Albert.Woods,ENTITLEMENT,Active Directory,campusAccess,
Albert.Woods,Albert,Woods,Albert.Woods@sailpointdemo.com,active,a82bec40f7ca4c1a81a89b6e817371ec,FALSE,Engineering,Inventory Analyst I,Albert.Woods,ENTITLEMENT,Active Directory,Employees,
Albert.Woods,Albert,Woods,Albert.Woods@sailpointdemo.com,active,a82bec40f7ca4c1a81a89b6e817371ec,FALSE,Engineering,Inventory Analyst I,Albert.Woods,ROLE,,Current Employee Base Access,Base level Domain account for active employees
Albert.Woods,Albert,Woods,Albert.Woods@sailpointdemo.com,active,a82bec40f7ca4c1a81a89b6e817371ec,FALSE,Engineering,Inventory Analyst I,Albert.Woods,,,,
Albert.Woods,Albert,Woods,Albert.Woods@sailpointdemo.com,active,a82bec40f7ca4c1a81a89b6e817371ec,FALSE,Engineering,Inventory Analyst I,Albert.Woods,,,,
Albert.Woods,Albert,Woods,Albert.Woods@sailpointdemo.com,active,a82bec40f7ca4c1a81a89b6e817371ec,FALSE,Engineering,Inventory Analyst I,Albert.Woods,,,,
Albert.Woods,Albert,Woods,Albert.Woods@sailpointdemo.com,active,a82bec40f7ca4c1a81a89b6e817371ec,FALSE,Engineering,Inventory Analyst I,Albert.Woods,,,,
Alice.Ford,Alice,Ford,Alice.Ford@sailpointdemo.com,active,7b929f1d2bba47d4a9679a07595bbc4d,FALSE,Information Technology,Data Communications Analyst,Alice.Ford,ROLE,,Current Employee Base Access,Base level Domain account for active employees
Alice.Ford,Alice,Ford,Alice.Ford@sailpointdemo.com,active,7b929f1d2bba47d4a9679a07595bbc4d,FALSE,Information Technology,Data Communications Analyst,Alice.Ford,ENTITLEMENT,Active Directory,DataComm,
Alice.Ford,Alice,Ford,Alice.Ford@sailpointdemo.com,active,7b929f1d2bba47d4a9679a07595bbc4d,FALSE,Information Technology,Data Communications Analyst,Alice.Ford,ENTITLEMENT,Active Directory,All_Users,
Alice.Ford,Alice,Ford,Alice.Ford@sailpointdemo.com,active,7b929f1d2bba47d4a9679a07595bbc4d,FALSE,Information Technology,Data Communications Analyst,Alice.Ford,ENTITLEMENT,PRISM,Internal_Employee,
Alice.Ford,Alice,Ford,Alice.Ford@sailpointdemo.com,active,7b929f1d2bba47d4a9679a07595bbc4d,FALSE,Information Technology,Data Communications Analyst,Alice.Ford,ENTITLEMENT,PRISM,View_Reports,
Alice.Ford,Alice,Ford,Alice.Ford@sailpointdemo.com,active,7b929f1d2bba47d4a9679a07595bbc4d,FALSE,Information Technology,Data Communications Analyst,Alice.Ford,ENTITLEMENT,PRISM,User,
Alice.Ford,Alice,Ford,Alice.Ford@sailpointdemo.com,active,7b929f1d2bba47d4a9679a07595bbc4d,FALSE,Information Technology,Data Communications Analyst,Alice.Ford,ENTITLEMENT,Active Directory,campusAccess,
Alice.Ford,Alice,Ford,Alice.Ford@sailpointdemo.com,active,7b929f1d2bba47d4a9679a07595bbc4d,FALSE,Information Technology,Data Communications Analyst,Alice.Ford,ENTITLEMENT,Active Directory,Telecom,
Alice.Ford,Alice,Ford,Alice.Ford@sailpointdemo.com,active,7b929f1d2bba47d4a9679a07595bbc4d,FALSE,Information Technology,Data Communications Analyst,Alice.Ford,ENTITLEMENT,Active Directory,Employees,
Alice.Ford,Alice,Ford,Alice.Ford@sailpointdemo.com,active,7b929f1d2bba47d4a9679a07595bbc4d,FALSE,Information Technology,Data Communications Analyst,Alice.Ford,ACCESS_PROFILE,PRISM,PRISM ERP - User Access,Grants user access to the PRISM ERP system
Alice.Ford,Alice,Ford,Alice.Ford@sailpointdemo.com,active,7b929f1d2bba47d4a9679a07595bbc4d,FALSE,Information Technology,Data Communications Analyst,Alice.Ford,ACCESS_PROFILE,PRISM,PRISM ERP Employee Access,Grants user access to the PRISM ERP system
Alice.Ford,Alice,Ford,Alice.Ford@sailpointdemo.com,active,7b929f1d2bba47d4a9679a07595bbc4d,FALSE,Information Technology,Data Communications Analyst,Alice.Ford,ACCESS_PROFILE,Active Directory,Employee Base Account,Base Active Directory account for all active employees
Alice.Ford,Alice,Ford,Alice.Ford@sailpointdemo.com,active,7b929f1d2bba47d4a9679a07595bbc4d,FALSE,Information Technology,Data Communications Analyst,Alice.Ford,,,,
Alice.Ford,Alice,Ford,Alice.Ford@sailpointdemo.com,active,7b929f1d2bba47d4a9679a07595bbc4d,FALSE,Information Technology,Data Communications Analyst,Alice.Ford,,,,
Alice.Ford,Alice,Ford,Alice.Ford@sailpointdemo.com,active,7b929f1d2bba47d4a9679a07595bbc4d,FALSE,Information Technology,Data Communications Analyst,Alice.Ford,,,,
Alice.Ford,Alice,Ford,Alice.Ford@sailpointdemo.com,active,7b929f1d2bba47d4a9679a07595bbc4d,FALSE,Information Technology,Data Communications Analyst,Alice.Ford,,,,
Alisa.Sweeney,Alisa,Sweeney,Alisa.Sweeney@sailpointdemo.com,active,79b010f244c44ff7a69c35d7ffd45ff0,FALSE,Call Center,Call Center Representative,Alisa.Sweeney,ROLE,,Current Employee Base Access,Base level Domain account for active employees
Alisa.Sweeney,Alisa,Sweeney,Alisa.Sweeney@sailpointdemo.com,active,79b010f244c44ff7a69c35d7ffd45ff0,FALSE,Call Center,Call Center Representative,Alisa.Sweeney,ENTITLEMENT,Active Directory,CallCenter-Customer Life Insurance Sales,
Alisa.Sweeney,Alisa,Sweeney,Alisa.Sweeney@sailpointdemo.com,active,79b010f244c44ff7a69c35d7ffd45ff0,FALSE,Call Center,Call Center Representative,Alisa.Sweeney,ENTITLEMENT,Active Directory,All_Users,
Alisa.Sweeney,Alisa,Sweeney,Alisa.Sweeney@sailpointdemo.com,active,79b010f244c44ff7a69c35d7ffd45ff0,FALSE,Call Center,Call Center Representative,Alisa.Sweeney,ENTITLEMENT,PRISM,Internal_Employee,
Alisa.Sweeney,Alisa,Sweeney,Alisa.Sweeney@sailpointdemo.com,active,79b010f244c44ff7a69c35d7ffd45ff0,FALSE,Call Center,Call Center Representative,Alisa.Sweeney,ENTITLEMENT,Active Directory,CallCenter-Customer Health Insurance Sales,
Alisa.Sweeney,Alisa,Sweeney,Alisa.Sweeney@sailpointdemo.com,active,79b010f244c44ff7a69c35d7ffd45ff0,FALSE,Call Center,Call Center Representative,Alisa.Sweeney,ENTITLEMENT,PRISM,View_Reports,
Alisa.Sweeney,Alisa,Sweeney,Alisa.Sweeney@sailpointdemo.com,active,79b010f244c44ff7a69c35d7ffd45ff0,FALSE,Call Center,Call Center Representative,Alisa.Sweeney,ENTITLEMENT,PRISM,User,
Alisa.Sweeney,Alisa,Sweeney,Alisa.Sweeney@sailpointdemo.com,active,79b010f244c44ff7a69c35d7ffd45ff0,FALSE,Call Center,Call Center Representative,Alisa.Sweeney,ENTITLEMENT,Active Directory,campusAccess,
Alisa.Sweeney,Alisa,Sweeney,Alisa.Sweeney@sailpointdemo.com,active,79b010f244c44ff7a69c35d7ffd45ff0,FALSE,Call Center,Call Center Representative,Alisa.Sweeney,ENTITLEMENT,Active Directory,CallCenter-PasswordReset,
Alisa.Sweeney,Alisa,Sweeney,Alisa.Sweeney@sailpointdemo.com,active,79b010f244c44ff7a69c35d7ffd45ff0,FALSE,Call Center,Call Center Representative,Alisa.Sweeney,ENTITLEMENT,Active Directory,CallCenter-Customer Contact Data Input,
Alisa.Sweeney,Alisa,Sweeney,Alisa.Sweeney@sailpointdemo.com,active,79b010f244c44ff7a69c35d7ffd45ff0,FALSE,Call Center,Call Center Representative,Alisa.Sweeney,ACCESS_PROFILE,PRISM,PRISM ERP - User Access,Grants user access to the PRISM ERP system
